Date of Interview,Client name,Industry,Location,position,skillset,Interview Type,Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,necessary_permission,unscheduled_meetings,followup_3hours_call,alternative_number,resume_printout_JD,venue_details,shared_call_letter,Expected Attendance,Marital Status
38,8,5,2,0,72,0,1,2,2,2,8,0,0,1,0,1,0,0,0,0
38,8,5,2,0,72,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
38,8,5,2,0,72,0,1,2,2,2,11,1,1,1,1,1,1,1,1,0
43,8,5,2,0,78,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
52,8,5,2,0,72,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
52,8,5,2,0,78,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
51,8,5,2,0,78,0,1,2,2,2,30,0,0,1,1,1,1,1,0,0
51,8,5,2,0,78,0,1,2,2,2,8,0,0,1,1,1,1,1,0,0
51,8,5,2,0,78,0,0,2,2,2,8,0,1,1,1,1,1,1,0,1
36,8,5,2,0,72,0,1,2,2,2,33,0,1,1,1,1,1,1,0,0
33,8,5,2,0,72,0,0,2,2,2,11,1,1,1,1,1,1,1,1,1
31,8,5,2,0,77,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
31,8,5,2,0,72,0,1,2,2,2,8,0,1,1,1,1,1,1,0,0
26,8,5,2,0,79,0,1,2,2,2,8,0,1,1,1,1,1,1,0,1
26,8,5,2,0,72,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
26,8,5,2,0,72,0,1,2,2,2,8,0,1,1,1,1,1,1,0,1
26,8,5,2,0,72,0,1,2,2,2,8,0,1,1,1,1,1,1,0,0
15,10,0,2,1,76,0,1,2,2,2,28,1,1,1,1,0,1,1,0,1
15,10,0,2,1,73,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
15,10,0,2,1,73,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
15,10,0,2,1,73,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
15,10,0,2,1,73,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
15,10,0,2,1,73,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1
15,10,0,2,1,73,0,0,2,2,2,28,1,1,1,1,1,1,1,1,1
15,10,0,2,1,76,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
13,10,0,2,1,73,0,0,2,2,2,20,1,1,1,1,1,1,1,1,0
13,10,0,2,1,73,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
14,10,0,2,1,71,0,1,2,2,2,20,1,1,1,1,1,1,1,1,1
14,10,0,2,1,71,0,1,2,2,2,18,1,1,1,1,1,1,0,0,1
14,10,0,2,1,71,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
14,10,0,2,1,71,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
14,10,0,2,1,71,0,1,2,2,2,8,1,1,0,1,1,1,1,0,1
16,8,5,1,1,81,0,1,1,2,2,8,1,1,1,1,1,1,1,1,0
17,8,5,1,1,81,0,1,1,2,2,29,0,1,1,1,1,1,1,0,0
18,8,5,1,1,81,0,1,1,2,2,12,1,1,1,1,1,1,1,1,0
19,8,5,1,1,81,0,1,1,2,2,12,1,1,1,1,1,1,1,1,0
20,8,5,1,1,81,0,1,1,2,2,8,1,1,1,1,1,1,1,1,0
83,8,5,1,1,62,0,0,1,2,2,29,1,1,1,1,1,1,1,1,1
82,8,5,5,1,62,0,0,5,2,2,2,1,1,1,1,1,1,1,1,1
82,8,5,5,1,62,0,1,5,2,2,8,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,18,1,1,1,1,1,1,1,1,0
34,11,0,1,1,18,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1
34,11,0,1,1,18,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1
50,2,3,4,1,33,0,1,4,3,3,15,1,1,1,1,1,1,1,1,1
50,2,3,4,1,33,0,1,4,3,3,15,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,1,2,2,2,8,1,1,1,1,1,1,1,1,0
5,10,0,2,1,56,2,1,2,2,2,28,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,1,2,2,2,36,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,1,2,2,2,25,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,1,2,2,2,9,1,0,1,1,1,1,1,0,1
5,10,0,2,1,56,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
5,10,0,2,1,56,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
5,10,0,2,1,56,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
5,10,0,2,1,56,2,1,2,2,2,28,1,1,1,1,1,1,1,1,1
60,1,3,4,1,42,0,0,4,3,3,1,1,1,1,1,1,1,0,0,1
60,1,3,3,1,42,0,1,3,3,3,3,1,1,1,1,1,1,1,1,0
12,10,0,2,1,10,0,1,2,2,2,8,1,1,1,1,1,1,0,0,1
12,10,0,2,1,10,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
12,10,0,2,1,10,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
66,8,5,1,1,74,1,1,1,2,1,18,1,1,1,1,1,1,1,1,1
62,8,5,1,0,14,1,1,1,2,1,18,1,1,1,1,1,1,1,1,0
67,8,5,1,0,14,1,1,1,2,1,8,1,1,1,1,1,1,1,1,0
66,8,5,1,0,59,1,1,1,2,1,6,1,1,1,1,1,1,1,1,0
67,8,5,1,0,59,1,1,1,2,1,23,1,1,1,1,1,1,1,1,0
65,8,5,1,0,59,1,1,1,2,1,12,1,1,1,1,1,1,1,1,0
64,8,5,1,0,59,1,1,1,2,1,18,1,1,1,1,1,1,1,1,0
63,8,5,1,0,23,1,1,1,2,1,18,1,1,1,1,1,1,1,1,1
68,8,5,1,0,23,1,1,1,2,1,8,1,1,1,1,1,1,1,1,1
23,3,5,2,0,5,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
23,3,5,2,0,5,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
23,3,5,2,0,5,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
23,3,5,2,0,5,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
23,3,5,2,0,5,0,1,2,2,2,17,1,1,1,1,1,1,1,1,0
23,3,5,2,0,5,0,1,2,2,2,35,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,9,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,0,2,2,2,32,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,0,2,2,2,18,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,34,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,33,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,25,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
0,10,0,2,1,7,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
0,10,0,2,1,7,1,0,2,2,2,8,1,1,1,1,1,1,1,1,1
1,5,1,2,1,32,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
1,5,1,2,1,32,0,1,2,2,2,18,1,1,0,0,1,1,1,0,0
1,5,1,2,1,32,0,0,2,2,2,8,1,1,1,0,1,1,0,0,0
1,5,1,2,1,32,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
1,5,1,2,1,32,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
1,5,1,2,1,32,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
1,5,1,2,1,32,0,0,2,2,2,18,1,1,1,1,1,1,1,1,1
1,5,1,2,1,32,0,1,2,2,2,8,1,1,1,0,1,1,1,0,0
1,5,1,2,1,32,0,1,2,2,2,33,1,1,1,1,1,1,1,1,0
47,10,0,2,1,51,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,1,2,2,2,18,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,1,2,2,2,38,1,1,1,1,1,1,1,1,0
47,10,0,2,1,51,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
47,10,0,2,1,51,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
47,10,0,2,1,51,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
47,10,0,2,1,51,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
47,10,0,2,1,51,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
45,10,0,2,1,49,0,1,2,2,2,20,1,1,1,0,1,1,1,0,1
45,10,0,2,1,50,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
45,10,0,2,1,47,0,0,2,2,2,8,1,1,1,1,1,1,1,1,1
45,10,0,2,1,49,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
45,10,0,2,1,49,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
45,10,0,2,1,47,0,0,2,2,2,25,1,1,1,1,1,1,1,1,0
45,10,0,1,1,52,0,1,1,1,1,25,1,1,1,1,1,1,1,1,1
45,10,0,1,1,52,0,1,1,1,1,4,1,1,1,1,1,1,1,1,0
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
59,10,0,2,1,15,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
59,10,0,2,1,15,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
59,10,0,2,1,15,2,1,2,2,2,25,1,1,1,1,1,1,1,1,0
59,10,0,2,1,15,2,1,2,2,2,8,1,1,0,0,1,1,1,0,1
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,1,1,1,1,1,0
59,10,0,2,1,15,2,1,2,2,2,8,1,1,1,0,1,1,1,0,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,7,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,38,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,10,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,25,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,32,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,3,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,38,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,6,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,38,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,24,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,25,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,25,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,36,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,11,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,11,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,11,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,25,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,38,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,6,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
6,10,0,2,1,27,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,1,1,2,2,2,26,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,1,0,2,2,2,10,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,0,2,2,2,10,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,1,1,2,2,2,6,1,1,1,1,1,1,1,1,1
42,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,1,2,2,2,29,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
40,10,0,2,1,29,1,1,2,2,2,18,1,1,1,1,1,1,1,1,0
41,10,0,2,1,41,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,41,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
44,10,0,2,1,31,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,31,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
44,10,0,2,1,31,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,3,0,1,1,1,1,1,1,0,1
44,10,0,2,1,34,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,8,1,1,1,1,1,1,1,1,0
44,10,0,2,1,34,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,1,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,3,1,0,2,2,2,8,1,1,1,1,1,1,1,1,0
44,10,0,2,1,2,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,4,1,1,2,2,2,8,1,1,1,1,1,1,1,1,1
44,10,0,2,1,40,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
44,10,0,2,1,32,1,0,2,2,2,7,1,1,1,1,1,1,1,1,0
44,10,0,2,1,34,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
44,10,0,2,1,34,1,1,2,2,2,18,1,1,1,1,1,1,1,1,1
70,10,0,2,1,46,0,1,2,2,2,25,1,1,1,1,1,1,1,1,0
70,10,0,2,1,46,0,0,2,2,2,8,1,1,1,1,1,1,1,1,0
70,10,0,2,1,46,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,46,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,46,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
70,10,0,2,1,29,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,45,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,29,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,29,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
70,10,0,2,1,33,0,1,2,2,2,8,1,1,1,1,1,1,1,1,0
11,10,0,2,1,45,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
11,10,0,2,1,45,0,1,2,2,2,12,1,1,1,1,1,1,1,1,1
11,10,0,2,1,45,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
11,10,0,2,1,45,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1
11,10,0,2,1,45,0,1,2,2,2,18,1,1,1,1,1,1,1,1,0
11,10,0,2,1,45,0,1,2,2,2,18,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
41,10,0,2,1,28,2,1,2,2,2,7,1,1,1,1,1,1,1,1,0
41,10,0,2,1,28,2,0,2,2,2,25,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,1,2,2,2,12,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,0,2,2,2,8,1,1,1,1,1,1,1,1,0
40,10,0,2,1,28,2,1,2,2,2,12,1,1,1,1,1,0,0,0,1
40,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,36,1,1,1,1,1,1,1,1,0
42,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,29,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
40,10,0,2,1,28,2,1,2,2,2,18,1,1,1,1,1,1,1,1,0
40,10,0,2,1,29,2,1,2,2,2,8,1,1,1,1,1,1,1,1,1
